Palabra,Donald Trump.csv,,James David Vance.csv,,Joe Biden.csv,,Kamala Harris.csv,,Tim Walz.csv,Sentimiento
myanmar,3,,0,,4,,2,,0,0
balloon,3,,0,,4,,0,,1,Neutral
monetary,3,,0,,5,,0,,0,0
climate,3,,5,,36,,6,,1,Neutral
npr,3,,0,,3,,0,,0,0
grave,3,,1,,9,,2,,0,0
courage,3,,0,,5,,15,,1,Positiva
wrist,3,,0,,1,,0,,1,Neutral
snicker,3,,0,,0,,0,,0,0
distraction,3,,1,,2,,3,,0,0
express,3,,2,,4,,2,,2,Neutral
additional,3,,1,,1,,1,,1,Neutral
mile,3,,3,,4,,3,,7,Neutral
kkk,3,,2,,6,,0,,3,Neutral
overtly,3,,0,,0,,0,,0,0
coalition,3,,1,,1,,2,,2,Neutral
singing,3,,0,,1,,5,,4,Neutral
dozen,3,,1,,7,,2,,2,Neutral
apple,3,,2,,2,,2,,2,Neutral
link,3,,1,,17,,0,,2,Neutral
supposedly,3,,1,,6,,9,,1,Neutral
expression,3,,2,,6,,4,,1,Neutral
plant,3,,2,,5,,8,,1,Neutral
downfall,3,,0,,5,,0,,0,0
brainwash,3,,0,,2,,2,,1,Negativa
escalator,3,,0,,0,,0,,0,0
flat,3,,1,,1,,2,,1,Neutral
uplock,3,,0,,0,,0,,0,0
laid,3,,0,,5,,1,,1,Neutral
hating,3,,5,,4,,7,,3,Negativa
tip,3,,1,,6,,1,,1,Neutral
figured,3,,2,,6,,1,,3,Neutral
finance,3,,1,,0,,3,,2,Neutral
contribution,3,,0,,3,,5,,0,0
defraud,3,,0,,1,,0,,0,0
coconspirator,3,,0,,0,,0,,0,0
disinformation,3,,0,,9,,4,,4,Neutral
prescription,3,,0,,12,,2,,1,Neutral
bald,3,,3,,8,,1,,0,0
verse,3,,1,,1,,0,,0,0
performing,3,,0,,1,,2,,1,Neutral
circumstance,3,,0,,9,,0,,2,Neutral
resigned,3,,1,,4,,2,,0,0
wherever,3,,0,,3,,1,,1,Neutral
lapdog,3,,0,,0,,0,,0,0
speed,3,,2,,10,,1,,1,Neutral
intrest,3,,0,,4,,0,,0,0
forgive,3,,0,,4,,2,,4,Neutral
introduction,3,,1,,1,,0,,0,0
kudos,3,,0,,6,,3,,4,Positiva
bystander,3,,1,,0,,1,,0,0
alerted,3,,0,,0,,0,,0,0
layer,3,,0,,1,,0,,0,0
arse,3,,1,,2,,1,,0,0
trade,3,,2,,10,,4,,4,Neutral
moon,3,,0,,1,,2,,1,Neutral
clothes,3,,0,,4,,5,,2,Neutral
healed,3,,0,,0,,1,,0,0
murdered,3,,4,,11,,5,,4,Neutral
grazed,3,,1,,0,,0,,0,0
debris,3,,0,,1,,0,,1,Neutral
afterwards,3,,0,,1,,0,,0,0
explode,3,,0,,0,,1,,0,0
finder,3,,0,,0,,0,,0,0
cory,3,,0,,0,,0,,0,0
search,3,,5,,3,,12,,1,Neutral
ballistic,3,,0,,0,,0,,0,0
deleted,3,,1,,3,,6,,3,Neutral
shrapnel,3,,0,,0,,0,,0,0
holster,3,,0,,0,,0,,0,0
mentioning,3,,1,,8,,2,,3,Neutral
radio,3,,1,,7,,0,,1,Neutral
twitter,3,,0,,10,,6,,0,0
guarding,3,,0,,0,,0,,0,0
revelation,3,,2,,1,,4,,0,0
fps,3,,0,,0,,0,,0,0
convenient,3,,0,,2,,1,,1,Positiva
cartilage,3,,0,,0,,0,,0,0
bullseye,3,,0,,1,,0,,0,0
cellphone,3,,0,,0,,3,,0,0
capitalism,3,,0,,4,,1,,1,Neutral
demolition,3,,0,,0,,0,,0,0
include,3,,2,,9,,2,,0,0
broadcasting,3,,1,,3,,0,,2,Neutral
suggest,3,,1,,10,,7,,2,Neutral
warning,3,,1,,6,,9,,3,Negativa
nigeria,3,,0,,0,,1,,0,0
yahweh,3,,0,,1,,0,,0,0
joy,3,,3,,2,,32,,68,Positiva
escaped,3,,0,,4,,0,,0,0
scratch,3,,0,,2,,0,,0,0
fighter,3,,0,,4,,0,,0,0
protects,3,,0,,2,,2,,0,0
fireman,3,,2,,3,,0,,2,Neutral
salvador,3,,1,,0,,0,,0,0
bandaid,3,,0,,0,,0,,0,0
bukele,3,,0,,0,,0,,0,0
affect,3,,0,,6,,13,,4,Neutral
giant,3,,1,,3,,3,,0,0
battle,3,,3,,9,,2,,4,Neutral
introducing,3,,0,,0,,2,,0,0
disorder,3,,1,,4,,1,,1,Negativa
ironic,3,,1,,2,,5,,3,Negativa
scumbags,3,,0,,1,,0,,0,0
schwab,3,,0,,0,,1,,0,0
forum,3,,0,,1,,0,,0,0
guarded,3,,0,,0,,0,,0,0
morgan,3,,3,,1,,1,,0,0
bulletproof,3,,0,,0,,0,,0,0
communication,3,,1,,4,,0,,0,0
dif,3,,0,,0,,1,,0,0
believable,3,,4,,2,,0,,1,Positiva
trajectory,3,,0,,0,,0,,0,0
bootlicker,3,,1,,2,,0,,0,0
mankind,3,,0,,0,,5,,0,0
elsewhere,3,,2,,0,,0,,1,Neutral
adjacent,3,,0,,0,,0,,0,0
oxford,3,,0,,1,,0,,0,0
agr,3,,0,,0,,0,,0,0
adviser,2,,0,,2,,0,,0,0
lump,2,,0,,0,,2,,0,0
lue,2,,0,,0,,0,,0,0
ludicrous,2,,0,,0,,0,,0,0
restoring,2,,0,,2,,0,,1,Neutral
doubled,2,,0,,2,,3,,1,Neutral
cigs,2,,0,,0,,0,,0,0
tout,2,,0,,3,,0,,0,0
innuendo,2,,0,,0,,0,,1,Negativa
remind,2,,4,,6,,2,,1,Neutral
irony,2,,2,,5,,1,,2,Negativa
blew,2,,1,,3,,1,,1,Neutral
singer,2,,0,,0,,22,,1,Neutral
censor,2,,0,,3,,4,,1,Neutral
asia,2,,1,,1,,1,,0,0
realise,2,,0,,4,,3,,1,Neutral
kotha,2,,0,,0,,0,,0,0
togo,2,,0,,0,,0,,0,0
ke,2,,0,,0,,0,,0,0
ache,2,,0,,0,,0,,0,0
suggested,2,,0,,4,,0,,0,0
worthy,2,,2,,9,,3,,2,Positiva
hahahaha,2,,1,,3,,1,,2,Neutral
grandson,2,,1,,3,,0,,1,Neutral
maid,2,,0,,0,,0,,0,0
humiliating,2,,0,,1,,2,,0,0
defeated,2,,2,,2,,1,,2,Positiva
resort,2,,0,,2,,1,,1,Neutral
teasing,2,,0,,0,,1,,0,0
abundance,2,,0,,0,,2,,0,0
wit,2,,0,,7,,4,,1,Neutral
cleaning,2,,0,,2,,0,,4,Neutral
hillarious,2,,0,,1,,0,,0,0
reduced,2,,2,,5,,1,,1,Neutral
saddest,2,,0,,0,,1,,1,Neutral
warned,2,,2,,6,,2,,1,Negativa
grow,2,,4,,11,,9,,6,Neutral
obummer,2,,0,,1,,0,,1,Neutral
considers,2,,0,,1,,0,,1,Neutral
volunteer,2,,0,,1,,4,,4,Neutral
mt,2,,0,,4,,0,,0,0
hostility,2,,0,,0,,0,,0,0
crybaby,2,,0,,2,,1,,1,Neutral
float,2,,0,,0,,1,,2,Neutral
approve,2,,0,,35,,4,,1,Positiva
redirecting,2,,0,,0,,0,,0,0
lynching,2,,0,,0,,1,,0,0
confuse,2,,0,,3,,0,,0,0
facist,2,,0,,3,,0,,2,Neutral
apologize,2,,2,,1,,0,,2,Neutral
regularly,2,,0,,2,,1,,0,0
staying,2,,2,,5,,3,,0,0
largely,2,,0,,0,,2,,3,Neutral
confronted,2,,0,,1,,0,,0,0
privacy,2,,1,,0,,0,,0,0
theos,2,,0,,0,,0,,0,0
magat,2,,0,,0,,1,,0,0
beware,2,,1,,4,,4,,0,0
distributed,2,,0,,1,,0,,0,0
pedal,2,,0,,6,,0,,0,0
fuk,2,,0,,0,,1,,0,0
abd,2,,0,,1,,0,,0,0
lego,2,,0,,0,,0,,1,Neutral
gateway,2,,0,,0,,1,,0,0
legalized,2,,0,,0,,0,,0,0
function,2,,0,,5,,4,,0,0
cope,2,,1,,2,,2,,0,0
von,2,,0,,1,,1,,0,0
interviewing,2,,2,,4,,3,,0,0
frozen,2,,0,,3,,3,,0,0
stomped,2,,0,,0,,0,,0,0
shane,2,,0,,0,,1,,0,0
gillis,2,,0,,0,,1,,0,0
phil,2,,0,,2,,3,,0,0
mechanic,2,,0,,0,,0,,0,0
invested,2,,1,,0,,2,,0,0
authentic,2,,0,,2,,14,,4,Positiva
moto,2,,0,,0,,1,,0,0
jay,2,,0,,0,,1,,0,0
infact,2,,0,,0,,0,,0,0
amongst,2,,0,,3,,2,,1,Neutral
numbered,2,,0,,0,,0,,0,0
simultaneously,2,,1,,2,,0,,0,0
village,2,,0,,2,,3,,1,Neutral
alabama,2,,1,,2,,0,,0,0
prevention,2,,0,,0,,0,,0,0
vladimir,2,,0,,1,,1,,0,0
hungarian,2,,0,,1,,0,,0,0
pm,2,,0,,9,,0,,2,Neutral
critic,2,,1,,1,,1,,0,0
cheney,2,,1,,4,,8,,3,Neutral
dick,2,,0,,0,,6,,0,0
criticized,2,,2,,1,,1,,3,Negativa
namaste,2,,0,,0,,0,,0,0
ambassador,2,,3,,0,,0,,0,0
muppet,2,,0,,3,,0,,0,0
snp,2,,0,,0,,0,,0,0
medias,2,,3,,34,,0,,2,Neutral
canadian,2,,1,,6,,9,,1,Neutral
starmer,2,,0,,1,,0,,0,0
deleting,2,,0,,4,,2,,1,Neutral
string,2,,0,,25,,6,,4,Neutral
manson,2,,0,,0,,0,,0,0
garden,2,,2,,5,,1,,3,Neutral
fully,2,,0,,13,,3,,2,Neutral
hen,2,,0,,1,,1,,0,0
assist,2,,0,,1,,1,,0,0
abusive,2,,3,,1,,1,,1,Negativa
pooping,2,,0,,4,,0,,0,0
nod,2,,0,,1,,1,,1,Neutral
negotiate,2,,0,,1,,3,,0,0
potential,2,,5,,3,,5,,3,Neutral
british,2,,1,,9,,5,,0,0
goodbye,2,,3,,6,,5,,0,0
abraham,2,,1,,2,,1,,0,0
proxy,2,,1,,6,,0,,0,0
crushed,2,,0,,2,,4,,0,0
dustbin,2,,0,,0,,0,,0,0
wining,2,,1,,1,,0,,0,0
extermination,2,,0,,0,,0,,0,0
donold,2,,2,,0,,1,,6,Neutral
rear,2,,1,,1,,0,,2,Neutral
cab,2,,0,,0,,0,,0,0
breach,2,,0,,1,,0,,1,Negativa
unbearable,2,,1,,0,,1,,0,0
oompa,2,,0,,0,,0,,1,Neutral
loompa,2,,0,,0,,0,,1,Neutral
debunked,2,,1,,1,,1,,0,0
alpha,2,,1,,0,,4,,2,Neutral
exceptable,2,,0,,0,,0,,0,0
manipulate,2,,3,,1,,7,,1,Negativa
judgement,2,,2,,0,,6,,0,0
meryl,2,,0,,0,,1,,0,0
streep,2,,0,,0,,1,,0,0
overrated,2,,0,,0,,2,,0,0
actress,2,,0,,1,,7,,1,Neutral
object,2,,0,,0,,0,,0,0
package,2,,0,,3,,1,,1,Neutral
cruelty,2,,1,,0,,0,,0,0
slur,2,,0,,5,,3,,6,Negativa
rev,2,,1,,1,,0,,1,Neutral
dork,2,,0,,0,,2,,0,0
mysterious,2,,0,,0,,0,,0,0
anyways,2,,1,,1,,3,,1,Neutral
mock,2,,0,,7,,4,,2,Negativa
vietnam,2,,1,,9,,2,,3,Neutral
wheelchair,2,,1,,4,,1,,0,0
pout,2,,0,,0,,0,,0,0
descent,2,,1,,1,,9,,0,0
tend,2,,0,,0,,2,,2,Neutral
abyss,2,,1,,1,,0,,0,0
similarity,2,,0,,0,,1,,0,0
friendly,2,,1,,5,,1,,3,Positiva
musician,2,,0,,1,,8,,6,Neutral
cooperate,2,,0,,0,,1,,0,0
manufacture,2,,0,,0,,0,,0,0
hesitate,2,,0,,1,,0,,0,0
whereas,2,,2,,5,,0,,0,0
gullible,2,,2,,6,,7,,0,0
awhile,2,,0,,2,,1,,1,Neutral
classy,2,,3,,4,,6,,3,Positiva
shine,2,,0,,2,,1,,2,Positiva
rainbow,2,,0,,1,,3,,1,Neutral
fearmongering,2,,0,,1,,1,,1,Neutral
autocratic,2,,0,,0,,0,,0,0
cared,2,,3,,7,,12,,4,Neutral
bipartisan,2,,0,,4,,1,,1,Neutral
applause,2,,0,,6,,1,,2,Neutral
ramble,2,,0,,3,,1,,2,Neutral
tarrifs,2,,0,,0,,0,,0,0
corner,2,,1,,4,,1,,1,Neutral
cannon,2,,0,,0,,0,,1,Neutral
bidding,2,,0,,0,,0,,0,0
bungled,2,,0,,0,,0,,0,0
ellipse,2,,0,,0,,0,,0,0
asylum,2,,1,,3,,1,,3,Neutral
prosper,2,,2,,1,,1,,0,0
reverse,2,,2,,6,,1,,3,Neutral
taxed,2,,0,,1,,0,,1,Neutral
pb,2,,0,,1,,0,,0,0
patrol,2,,0,,2,,3,,0,0
unmatched,2,,0,,2,,0,,0,0
coffin,2,,1,,2,,0,,1,Neutral
divider,2,,0,,0,,1,,0,0
destroys,2,,0,,1,,1,,1,Neutral
burning,2,,2,,6,,3,,6,Negativa
portland,2,,0,,0,,1,,0,0
tonight,2,,3,,4,,4,,1,Neutral
native,2,,1,,3,,1,,4,Neutral
rooted,2,,0,,2,,2,,0,0
tangible,2,,0,,3,,0,,1,Neutral
thereof,2,,3,,0,,0,,0,0
backed,2,,2,,5,,4,,2,Neutral
refine,2,,0,,0,,0,,0,0
restraint,2,,1,,0,,0,,0,0
spiral,2,,1,,3,,0,,0,0
adjusting,2,,0,,2,,0,,0,0
balance,2,,1,,7,,2,,2,Neutral
inherent,2,,0,,0,,1,,0,0
coupled,2,,0,,1,,0,,1,Neutral
challenging,2,,0,,5,,0,,1,Negativa
divergence,2,,0,,0,,0,,0,0
reflect,2,,3,,3,,1,,1,Neutral
contradicts,2,,0,,2,,0,,1,Neutral
reflecting,2,,0,,1,,2,,1,Neutral
approach,2,,3,,10,,3,,6,Neutral
exercising,2,,1,,0,,0,,0,0
destabilize,2,,0,,1,,0,,0,0
existence,2,,3,,4,,2,,0,0
restore,2,,0,,1,,1,,2,Neutral
pond,2,,0,,3,,0,,1,Neutral
beer,2,,0,,7,,4,,4,Neutral
itll,2,,1,,6,,2,,2,Neutral
leftwing,2,,1,,4,,1,,1,Neutral
warn,2,,0,,0,,1,,1,Neutral
dominate,2,,0,,2,,2,,1,Positiva
installed,2,,1,,3,,6,,1,Neutral
unexpected,2,,0,,1,,0,,1,Negativa
continuation,2,,0,,0,,0,,0,0
survey,2,,0,,0,,0,,0,0
conducted,2,,0,,2,,1,,0,0
forecast,2,,0,,1,,0,,0,0
fking,2,,0,,0,,1,,0,0
assassinated,2,,2,,4,,0,,0,0
comical,2,,0,,1,,2,,1,Negativa
smelled,2,,0,,0,,0,,0,0
stepped,2,,1,,11,,1,,1,Neutral
peter,2,,14,,1,,0,,3,Neutral
boi,2,,0,,1,,0,,0,0
doll,2,,0,,0,,1,,0,0
flown,2,,0,,0,,0,,0,0
rican,2,,0,,0,,1,,12,Neutral
ricans,2,,0,,0,,4,,9,Neutral
slurred,2,,0,,2,,0,,0,0
falsified,2,,0,,0,,0,,0,0
apostrophe,2,,0,,0,,1,,0,0
bumbling,2,,0,,10,,1,,0,0
unopposed,2,,0,,0,,1,,0,0
fifty,2,,0,,1,,0,,0,0
resides,2,,1,,0,,0,,0,0
outlandish,2,,1,,0,,0,,1,Neutral
regulation,2,,2,,5,,6,,4,Neutral
maxed,2,,0,,2,,0,,0,0
bearing,2,,0,,0,,0,,1,Neutral
dna,2,,0,,1,,5,,0,0
sack,2,,0,,4,,1,,0,0
performed,2,,1,,0,,1,,4,Neutral
endorsement,2,,2,,5,,85,,9,Positiva
vicepresident,2,,1,,3,,0,,4,Neutral
mifepristone,2,,0,,0,,0,,0,0
bubble,2,,2,,2,,9,,2,Neutral
transition,2,,2,,2,,0,,0,0
gov,2,,2,,11,,6,,20,Neutral
brainless,2,,0,,1,,3,,0,0
mlk,2,,0,,0,,1,,0,0
playboy,2,,0,,0,,0,,0,0
corps,2,,0,,3,,0,,0,0
colossal,2,,0,,0,,0,,0,0
minnesota,2,,0,,2,,1,,81,Neutral
tube,2,,1,,2,,2,,0,0
lab,2,,0,,1,,1,,1,Neutral
sounded,2,,2,,4,,4,,2,Neutral
replaced,2,,0,,5,,2,,1,Neutral
yuk,2,,0,,1,,0,,0,0
venom,2,,0,,1,,0,,0,0
poland,2,,2,,4,,2,,0,0
scandinavia,2,,0,,0,,0,,0,0
unnecessary,2,,0,,3,,1,,0,0
vial,2,,0,,0,,0,,0,0
spout,2,,1,,1,,0,,2,Neutral
convo,2,,0,,0,,0,,0,0
xi,2,,1,,19,,2,,2,Neutral
populism,2,,0,,2,,1,,0,0
universal,2,,0,,3,,3,,2,Neutral
mb,2,,0,,1,,1,,1,Neutral
arabia,2,,0,,8,,2,,1,Neutral
indicate,2,,1,,0,,0,,0,0
summary,2,,0,,1,,0,,0,0
strategic,2,,2,,4,,0,,2,Neutral
implication,2,,1,,0,,0,,1,Negativa
satisfaction,2,,0,,1,,0,,0,0
remembrance,2,,0,,0,,0,,0,0
youth,2,,3,,6,,9,,1,Neutral
triggered,2,,0,,3,,0,,1,Neutral
trunp,2,,0,,0,,0,,0,0
simpleton,2,,0,,0,,0,,1,Neutral
whoop,2,,0,,2,,2,,1,Neutral
cracked,2,,1,,3,,0,,0,0
surrounded,2,,4,,1,,1,,0,0
insight,2,,0,,1,,1,,0,0
misguided,2,,0,,3,,2,,4,Negativa
progress,2,,0,,14,,7,,3,Positiva
pass,2,,1,,5,,2,,0,0
bannon,2,,3,,2,,0,,0,0
advisor,2,,3,,9,,1,,1,Neutral
rambling,2,,2,,7,,1,,2,Neutral
hyper,2,,0,,1,,0,,2,Neutral
officially,2,,0,,4,,3,,0,0
dependent,2,,0,,1,,2,,0,0
misogynist,2,,1,,0,,1,,1,Neutral
easier,2,,0,,8,,5,,0,0
ghe,2,,0,,1,,0,,0,0
fewer,2,,1,,1,,0,,0,0
scientific,2,,0,,0,,2,,0,0
method,2,,0,,1,,2,,0,0
tramp,2,,2,,1,,0,,0,0
brat,2,,1,,1,,4,,0,0
flipped,2,,0,,1,,2,,1,Neutral
moderate,2,,2,,8,,1,,3,Neutral
christianity,2,,0,,1,,1,,0,0
slander,2,,0,,2,,0,,4,Negativa
spoken,2,,3,,9,,15,,6,Neutral
massively,2,,0,,2,,1,,0,0
prophecy,2,,0,,3,,0,,0,0
ovation,2,,0,,2,,0,,1,Positiva
thrive,2,,1,,4,,0,,0,0
kindness,2,,0,,6,,1,,1,Positiva
prevail,2,,3,,1,,5,,0,0
fortunate,2,,0,,3,,3,,0,0
packed,2,,0,,1,,0,,0,0
ole,2,,1,,7,,3,,1,Neutral
lately,2,,4,,7,,4,,5,Neutral
deceived,2,,2,,2,,5,,0,0
credible,2,,2,,3,,3,,0,0
ugh,2,,4,,1,,1,,4,Negativa
protestors,2,,0,,10,,1,,1,Neutral
journalism,2,,11,,1,,4,,2,Neutral
odor,2,,0,,0,,0,,0,0
chronic,2,,0,,1,,0,,0,0
epitome,2,,1,,0,,1,,1,Neutral
vest,2,,0,,0,,0,,0,0
french,2,,0,,3,,2,,3,Neutral
walker,2,,2,,2,,0,,0,0
adept,2,,0,,1,,0,,0,0
picking,2,,8,,6,,4,,8,Neutral
ca,2,,2,,1,,5,,3,Neutral
aide,2,,0,,2,,2,,1,Neutral
apology,2,,4,,2,,1,,4,Neutral
previously,2,,3,,3,,3,,0,0
criticize,2,,0,,3,,1,,1,Negativa
demonstrating,2,,0,,0,,0,,0,0
evade,2,,0,,0,,0,,0,0
manipulates,2,,0,,1,,0,,0,0
showcasing,2,,0,,1,,1,,1,Neutral
pattern,2,,0,,1,,2,,0,0
passenger,2,,0,,2,,2,,0,0
relating,2,,0,,0,,0,,0,0
prisoner,2,,0,,2,,1,,1,Negativa
elitist,2,,3,,2,,8,,0,0
temper,2,,2,,1,,0,,0,0
sentencing,2,,0,,0,,0,,0,0
stumble,2,,0,,5,,0,,0,0
chick,2,,0,,1,,6,,1,Neutral
ty,2,,0,,6,,0,,1,Neutral
ordering,2,,0,,1,,0,,0,0
milk,2,,1,,7,,5,,2,Neutral
customer,2,,0,,2,,2,,0,0
coffee,2,,0,,1,,2,,0,0
choir,2,,0,,1,,0,,2,Neutral
bing,2,,0,,0,,0,,0,0
bong,2,,0,,0,,0,,0,0
appetite,2,,0,,1,,0,,0,0
milkshake,2,,0,,0,,0,,0,0
nature,2,,2,,9,,5,,5,Neutral
tall,2,,0,,3,,1,,0,0
eater,2,,0,,0,,0,,1,Neutral
shop,2,,0,,1,,2,,5,Neutral
tremendous,2,,1,,1,,3,,0,0
restaurant,2,,0,,2,,2,,4,Neutral
ccp,2,,0,,3,,2,,4,Neutral
lil,2,,1,,2,,7,,0,0
gig,2,,0,,2,,1,,0,0
gta,2,,0,,0,,1,,0,0
contested,2,,0,,1,,2,,0,0
kfc,2,,0,,0,,0,,1,Neutral
icon,2,,0,,0,,5,,1,Neutral
nugget,2,,0,,1,,0,,0,0
patronizing,2,,0,,0,,0,,0,0
privileged,2,,0,,0,,2,,0,0
lifting,2,,0,,1,,1,,0,0
blowing,2,,0,,4,,3,,1,Neutral
ridicule,2,,0,,1,,0,,1,Negativa
drenched,2,,0,,0,,0,,0,0
net,2,,1,,1,,6,,2,Neutral
scaring,2,,0,,1,,1,,0,0
ketchup,2,,0,,0,,1,,1,Neutral
trumpvance,2,,12,,0,,18,,10,Neutral
legitimacy,2,,1,,1,,0,,0,0
convey,2,,0,,1,,0,,0,0
exciting,2,,1,,3,,1,,1,Positiva
defeating,2,,0,,3,,0,,1,Positiva
lacking,2,,0,,0,,2,,1,Negativa
internal,2,,0,,3,,0,,1,Neutral
relation,2,,2,,5,,3,,1,Neutral
nv,2,,0,,0,,0,,0,0
postmark,2,,0,,0,,0,,0,0
wo,2,,0,,0,,1,,1,Neutral
abuser,2,,1,,2,,1,,1,Neutral
psychiatrist,2,,0,,2,,0,,0,0
spite,2,,0,,1,,1,,1,Negativa
stumbled,2,,0,,2,,2,,1,Negativa
practicing,2,,0,,1,,1,,0,0
torture,2,,2,,0,,2,,1,Negativa
sits,2,,0,,3,,4,,1,Neutral
hoodie,2,,0,,1,,0,,0,0
stake,2,,0,,10,,5,,2,Neutral
thankyou,2,,1,,4,,5,,1,Neutral
greater,2,,5,,11,,5,,1,Neutral
digital,2,,1,,2,,1,,0,0
isolate,2,,0,,1,,0,,1,Negativa
threatening,2,,2,,2,,1,,2,Negativa
strip,2,,0,,0,,3,,0,0
discussing,2,,0,,2,,1,,1,Neutral
pumped,2,,0,,1,,0,,0,0
meditate,2,,0,,0,,0,,0,0
poking,2,,0,,1,,0,,0,0
nationwide,2,,3,,3,,1,,0,0
demonrats,2,,1,,1,,0,,0,0
cone,2,,0,,5,,0,,0,0
react,2,,0,,2,,0,,3,Neutral
bruh,2,,0,,7,,1,,0,0
battery,2,,4,,6,,1,,0,0
charging,2,,9,,1,,0,,1,Neutral
ahould,2,,0,,0,,0,,1,Neutral
code,2,,2,,8,,9,,0,0
elder,2,,0,,20,,3,,0,0
prick,2,,0,,2,,0,,0,0
kamela,2,,1,,5,,12,,1,Neutral
ahh,2,,0,,3,,1,,0,0
italy,2,,0,,3,,2,,0,0
boast,2,,2,,0,,0,,0,0
sexually,2,,1,,0,,3,,1,Neutral
miriam,2,,0,,0,,0,,0,0
homelessness,2,,0,,6,,2,,1,Neutral
airtime,2,,0,,0,,0,,0,0
horrid,2,,0,,1,,0,,0,0
pissed,2,,0,,7,,0,,0,0
btw,2,,3,,15,,11,,3,Neutral
raving,2,,0,,1,,0,,0,0
moronic,2,,1,,2,,0,,0,0
censoring,2,,0,,1,,2,,2,Neutral
max,2,,0,,3,,1,,2,Neutral
adolf,2,,3,,0,,0,,2,Neutral
shitler,2,,0,,0,,0,,0,0
noble,2,,0,,2,,1,,1,Positiva
earning,2,,0,,0,,3,,1,Neutral
openly,2,,1,,3,,14,,1,Positiva
san,2,,2,,4,,8,,4,Neutral
app,2,,1,,0,,3,,1,Neutral
lean,2,,1,,7,,2,,1,Positiva
hint,2,,0,,2,,1,,0,0
unpleasant,2,,0,,0,,0,,0,0
mcdougal,2,,0,,0,,0,,0,0
interrupt,2,,8,,0,,1,,0,0
napoleon,2,,0,,0,,0,,0,0
disclaimer,2,,0,,0,,0,,0,0
describes,2,,2,,1,,0,,1,Neutral
puzzle,2,,0,,0,,0,,0,0
bragged,2,,0,,0,,6,,0,0
blanche,2,,0,,0,,0,,0,0
instruction,2,,0,,3,,1,,2,Neutral
mistrial,2,,0,,0,,0,,0,0
mac,2,,0,,2,,0,,0,0
melanie,2,,0,,2,,0,,0,0
divorce,2,,1,,3,,3,,0,0
focused,2,,2,,11,,2,,3,Neutral
mcdougle,2,,0,,0,,0,,0,0
teen,2,,0,,0,,1,,1,Neutral
stench,2,,1,,3,,0,,0,0
joseph,2,,0,,10,,1,,0,0
entirely,2,,2,,3,,1,,3,Neutral
audacity,2,,0,,2,,3,,0,0
insisted,2,,0,,3,,3,,0,0
expertise,2,,0,,2,,1,,1,Neutral
infidelity,2,,0,,0,,0,,0,0
psychologically,2,,0,,0,,0,,0,0
filling,2,,0,,6,,1,,1,Neutral
injustice,2,,0,,2,,2,,1,Negativa
aborting,2,,0,,0,,0,,0,0
testament,2,,0,,3,,1,,1,Neutral
pandora,2,,0,,0,,0,,0,0
deceive,2,,0,,3,,1,,0,0
deflect,2,,0,,1,,2,,1,Neutral
victimhood,2,,0,,1,,0,,0,0
aggression,2,,0,,5,,1,,0,0
yay,2,,1,,3,,1,,2,Positiva
exhaust,2,,0,,0,,0,,0,0
breakdown,2,,0,,1,,0,,0,0
spectator,2,,1,,1,,0,,0,0
execution,2,,0,,1,,1,,1,Neutral
woe,2,,1,,1,,2,,1,Negativa
reach,2,,4,,11,,3,,5,Neutral
compromised,2,,0,,4,,1,,0,0
purely,2,,0,,4,,1,,0,0
maintaining,2,,1,,2,,3,,0,0
web,2,,1,,2,,2,,1,Neutral
corupt,2,,0,,0,,0,,0,0
writer,2,,0,,2,,3,,1,Neutral
francis,2,,0,,1,,2,,0,0
damaged,2,,0,,4,,1,,2,Negativa
electing,2,,1,,5,,2,,1,Neutral
conform,2,,0,,0,,0,,0,0
attends,2,,0,,0,,1,,0,0
continuously,2,,0,,2,,1,,2,Neutral
exposing,2,,0,,0,,4,,0,0
contrast,2,,1,,9,,3,,3,Neutral
misery,2,,0,,3,,1,,1,Negativa
governs,2,,1,,0,,1,,0,0
civilized,2,,3,,1,,0,,1,Neutral
freezing,2,,2,,0,,1,,0,0
toot,2,,0,,1,,0,,0,0
fairy,2,,0,,1,,1,,0,0
baron,2,,2,,0,,0,,0,0
poster,2,,0,,0,,1,,0,0
shoveling,2,,0,,0,,0,,0,0
eh,2,,0,,2,,2,,1,Neutral
el,2,,0,,4,,3,,2,Neutral
whiner,2,,0,,0,,0,,0,0
opposed,2,,2,,0,,3,,1,Neutral
chilly,2,,0,,0,,0,,0,0
football,2,,0,,55,,3,,10,Neutral
carpenter,2,,0,,0,,1,,1,Neutral
independence,2,,2,,2,,1,,0,0
discredit,2,,1,,0,,2,,1,Negativa
ideologically,2,,0,,1,,0,,0,0
aligned,2,,1,,1,,1,,0,0
talented,2,,1,,4,,1,,1,Positiva
itd,2,,0,,0,,0,,0,0
fl,2,,0,,1,,0,,0,0
bragging,2,,1,,3,,3,,2,Neutral
combination,2,,0,,1,,3,,0,0
sunny,2,,0,,1,,0,,0,0
redeye,2,,0,,0,,0,,0,0
stoned,2,,0,,0,,2,,0,0
tweeting,2,,0,,1,,1,,0,0
cattle,2,,0,,2,,0,,0,0
prod,2,,0,,0,,0,,0,0
rhe,2,,0,,2,,0,,3,Neutral
loudest,2,,0,,0,,0,,1,Neutral
colangelo,2,,0,,0,,0,,0,0
dschumer,2,,0,,0,,0,,0,0
blink,2,,0,,0,,2,,0,0
